,PDB,RFree,Rwork,Resolution,Spacegroup
24223,4art,0.2338,,2.15,P 41 21 2
24224,7yq2,0.1844,,1.9,P 21 21 21
24225,6bi4,0.20436,,2.91,I 4 2 2
24226,5a3o,0.2043,,1.6,P 1
24227,1fhi,0.314,,3.1,P 61 2 2
24228,4crh,0.1928,,1.72,P 65
24229,7z1q,0.2204,,1.68,P 32 2 1
24230,2i5z,0.176,,1.2,P 1 21 1
24231,3l64,,,1.9,P 1 2 1
24232,1z5s,0.29,,3.01,P 32 2 1
24233,5ql1,0.28,,2.14,C 1 2 1
24234,1tb5,0.26822,,2.15,P 21 21 21
24235,3chx,0.377,,3.9,P 21 21 21
24236,5icm,0.1889,,1.68,I 4 2 2
24237,4ic5,0.2321,,2.61,C 1 2 1
24238,8b5d,0.2629,,2.0,P 1 21 1
24239,2w0g,0.246,,1.88,P 61
24240,6at5,0.23,,1.5,P 21 21 21
24241,2ywq,0.294,,2.64,P 43 2 2
24242,1l80,,,1.8,P 32 2 1
24243,2qiy,0.22458,,1.69,P 21 21 21
24244,8a0r,0.231,,1.6,P 41 21 2
24245,6t29,0.1747,,1.48,I 1 2 1
24246,1vyv,0.287,,3.0,P 1 21 1
24247,4lcd,0.299,,3.1,P 1 21 1
24248,1a5p,0.272,,1.6,P 32 2 1
24249,4yyp,0.2542,,2.6,C 2 2 21
24250,5b6j,0.25006,,2.43,P 21 21 21
24251,6qdj,0.2128,,1.88,P 1 21 1
24252,3atz,0.219,,2.04,P 1 21 1
24253,6tcc,0.1633,,1.05,H 3 2
24254,6lcx,0.2161,,1.4,P 1 21 1
24255,6yml,0.2332,,2.17,P 3 1 2
24256,5vuy,0.256,,2.15,P 21 21 21
24257,6kw7,0.2507,,3.02,P 21 21 21
24258,3hzj,0.274,,2.3,P 21 21 21
24259,485d,,,0.97,H 3
24260,3qol,0.227,,1.9,P 1 21 1
24261,2anx,0.1499,,1.04,C 1 2 1
24262,6b2p,0.255,,3.01,C 2 2 21
24263,3krg,0.196,,1.9,P 1 21 1
24264,8ayv,0.1512,,1.04,P 1 21 1
24265,1a2o,,,2.4,C 1 2 1
24266,5b64,0.2458,,2.7,I 4
24267,7t2q,0.2577,,1.95,C 2 2 21
24268,2w4e,0.247,,2.0,P 43 21 2
24269,7bch,0.2469,,1.7,P 21 21 21
24270,7fcu,0.19,,1.42,P 43 21 2
24271,5b4s,0.1917,,1.75,P 21 21 21
24272,5lda,0.211,,1.9,P 1 21 1
24273,2ibo,0.285,,2.8,P 43 21 2
24274,8bjd,0.2943,,2.4,P 43 21 2
24275,6qra,0.2133,,1.71,P 21 21 21
24276,5ll1,0.2575,,2.8,P 1 21 1
24277,7bmw,0.2213,,1.9,C 2 2 21
24278,8qd7,0.19701,,1.85,P 21 21 21
24279,4qy7,,,1.55,P 21 21 21
24280,6a05,0.2735,,2.2,P 21 21 21
24281,5tai,0.23,,2.3,P 61 2 2
24282,4yok,0.214,,1.8,P 21 21 21
24283,2fad,0.256,,1.6,P 21 21 2
24284,5z4y,0.2521,,2.4,P 43 21 2
24285,5qdv,0.214,,1.77,P 31 2 1
24286,2ash,0.229,,1.9,C 1 2 1
24287,1ta4,0.2862,,2.28,P 21 21 2
24288,3csh,0.2,,1.55,C 1 2 1
24289,3cl8,0.22967,,2.25,P 4
24290,4kyk,0.2573,,2.0,P 1 21 1
24291,2ib9,0.199,,2.05,P 1 21 1
24292,5ibl,0.257,,3.39,P 1
24293,7qb2,0.2019,,2.53,P 65
24294,5i6g,0.2398,,4.5,P 21 21 21
24295,3ass,0.202,,1.6,P 31
24296,3l7n,0.224,,2.7,H 3 2
24297,1lkb,0.203,,1.7,P 21 21 21
24298,3ias,0.27,,3.15,P 1 21 1
24299,1ax9,0.268,,2.8,P 31 2 1
24300,5yms,0.213,,2.1,C 1 2 1
24301,2q9q,0.248,,2.36,P 1
24302,6i5v,0.2649,,2.01,P 21 21 21
24303,8qnf,0.1968,,1.65,F 2 2 2
24304,6a57,0.25663,,2.7,P 32 2 1
24305,3ljl,0.261,,3.2,P 32 2 1
24306,1f9g,0.252,,2.0,P 21 21 21
24307,2qzi,0.25112,,2.2,P 64 2 2
24308,7apq,0.2147,,1.09,P 21 21 21
24309,2waj,0.264,,2.4,P 21 21 21
24310,4axt,0.17719,,1.1,P 43 21 2
24311,3ky9,0.2705,,2.73,P 1 21 1
24312,7vxr,0.1569,,1.55,C 2 2 21
24313,6tf2,0.2385,,2.55,I 2 2 2
24314,7yl4,0.2796,,2.5,I 2 2 2
24315,1i9g,0.236,,1.98,I 2 2 2
24316,2aew,0.302,,2.7,C 2 2 21
24317,5z2m,0.2093,,2.14,P 1 21 1
24318,1ff9,0.273,,2.0,C 1 2 1
24319,2bqq,0.237,,2.2,I 4 2 2
24320,6b3y,0.2431,,1.85,P 41 21 2
24321,5cmp,0.3003,,2.6,P 1 21 1
24322,3qkj,0.2284,,2.04,P 32
24323,3lgk,0.2066,,1.89,P 21 21 21
24324,6a41,0.18317,,1.97,F 2 2 2
24325,4qdx,0.1926,,1.5,P 21 21 21
24326,6aky,0.283,,2.8,P 2 21 21
24327,1w57,0.295,,3.09,P 63 2 2
24328,3b64,0.1568,,1.03,H 3
24329,3al3,0.2364,,2.15,P 62 2 2
24330,7w06,0.195,,1.5,C 1 2 1
24331,5hy3,0.3017,,3.1,P 41 21 2
24332,6qt6,0.3693,,1.8,H 3 2
24333,5td5,0.2089,,1.72,P 64 2 2
24334,4bhr,0.24079,,1.7,P 32 2 1
24335,5yrf,0.245,,1.7,P 21 21 21
24336,4kpd,0.226,,1.96,P 41 21 2
24337,8qrf,0.3169,,3.7,P 21 21 2
24338,4a3v,0.2085,,3.8,P 65 2 2
24339,7qt4,0.2476,,2.32,C 2 2 21
24340,8a9s,0.2103,,2.1,P 61
24341,2cj6,0.274,,2.0,P 65
24342,7ag7,0.2073,,1.8,P 1
24343,5w92,0.2574,,2.3,I 4 2 2
24344,7qf6,0.2093,,1.87,P 1
24345,5tic,0.222,,1.65,P 1 21 1
24346,4cju,0.1988,,1.7,P 31
24347,8ah5,0.1846,,1.25,P 21 21 21
24348,3t25,0.188,,1.7,P 21 21 21
24349,6vx2,0.295,,2.4,P 43 21 2
24350,8qk1,0.2594,,2.55,C 1 2 1
24351,6l2i,0.2086,,1.69,P 21 21 21
24352,5li7,0.2033,,1.58,P 21 21 21
24353,2anp,0.205,,1.9,P 61 2 2
24354,5cq6,0.2217,,1.97,C 2 2 21
24355,6a5d,0.2283,,1.4,P 1 21 1
24356,7a6k,0.2202,,2.0,P 1 21 1
24357,5ck4,0.2045,,1.89,P 1
24358,6ae2,0.2428,,2.7,P 41 21 2
24359,5chz,0.209,,1.83,P 21 21 21
24360,4cgj,0.2004,,2.15,P 31
24361,5b13,0.2365,,2.09,C 1 2 1
24362,6b6j,0.21411,,1.9,P 31
24363,6t8e,0.1763,,1.86,P 1
24364,4i9b,0.2119,,1.9,P 21 21 21
24365,7tj4,0.229,,1.8,P 2 21 21
24366,6b75,0.247,,2.53,P 21 21 21
24367,6qo5,0.1932,,1.51,P 1 21 1
24368,1bn6,0.174,,1.5,P 21 21 2
24369,6krq,0.2213,,2.1,P 1
24370,2vug,0.267,,2.9,P 21 21 21
24371,3ldx,0.224,,2.25,C 1 2 1
24372,2b83,0.23,,2.25,P 21 21 21
24373,8b6p,0.149,,1.1,P 21 21 21
24374,3bd5,0.2761,,2.0,P 31 2 1
24375,5l45,0.2291,,1.9,C 1 2 1
24376,5fjv,0.3079,,3.2,P 21 21 21
24377,8fbc,0.1908,,1.53,P 2 21 21
24378,5ia8,0.2363,,2.0,P 43 2 2
24379,2yr4,0.19525,,1.7,P 21 21 2
24380,8cf7,0.1868,,1.14,C 1 2 1
24381,8qnb,0.25433,,2.1,P 1 21 1
24382,2qlx,0.188,,2.0,P 32 1 2
24383,5ac6,0.2437,,1.99,P 61 2 2
24384,5w8a,0.20019,,2.0,P 32 2 1
24385,4z0k,0.165,,1.41,H 3
24386,4qnw,0.221,,1.8,P 21 21 21
24387,3f95,0.23391,,1.8,P 21 21 2
24388,5aw8,0.257,,2.8,C 1 2 1
24389,5qfa,0.2238,,1.74,P 31 2 1
24390,8t55,0.28777,,2.2,P 21 21 21
24391,3cp6,0.2432,,1.95,P 41 21 2
24392,8cnt,0.2382,,1.9,P 21 21 21
24393,3kqg,0.2385,,2.3,P 1 21 1
24394,2vvn,0.2242,,1.85,P 1
24395,5fag,0.2253,,1.51,P 1 21 1
24396,2b08,0.21997,,1.9,P 21 21 21
24397,4qk1,0.218,,1.6,P 21 21 21
24398,4waa,0.2728,,2.35,P 43 21 2
24399,1kxt,0.236,,2.0,P 1 21 1
24400,8bfr,0.1667,,1.3,C 1 2 1
24401,143l,,,2.0,P 32 2 1
24402,1ynj,0.34614,,3.2,P 41 21 2
24403,8qkj,0.2023,,1.77,P 1
24404,4akr,0.265,,2.2,P 41
24405,6f7y,0.1989,,1.6,P 63
24406,6yu8,0.2151,,1.84,P 62 2 2
24407,2a4o,0.198,,1.55,P 21 21 21
24408,6ici,0.2144,,2.3,P 1 21 1
24409,1tgc,,,1.8,P 31 2 1
24410,4lnj,0.279,,2.1,C 2 2 21
24411,8afc,0.2656,,2.41,P 63 2 2
24412,2hxw,0.21223,,1.6,P 1 21 1
24413,5tj3,0.177,,1.7,I 4
24414,2waz,0.246,,2.3,P 21 21 21
24415,2b18,0.21234,,1.8,P 21 21 2
24416,7kwe,0.2192,,2.0,P 1 21 1
24417,6tb2,0.2701,,2.9,P 21 21 21
24418,4qh0,0.19,,2.0,P 63
24419,2aoz,0.27502,,2.08,P 43 21 2
24420,2wal,0.251,,2.4,P 32 2 1
24421,1w6f,0.219,,2.1,P 21 21 21
24422,4a62,0.2688,,2.2,H 3 2
24423,6qo8,0.1606,,1.32,P 1 21 1
24424,6t27,0.1213,,1.11,P 1 21 1
24425,4id3,0.2332,,1.97,P 1 21 1
24426,6yok,0.1536,,1.25,P 1 21 1
24427,3qr9,0.21449,,1.87,P 21 21 21
24428,2i9a,0.20822,,1.9,P 1
24429,2b8t,0.235,,2.0,P 1 21 1
24430,7b15,0.1586,,1.59,C 2 2 21
24431,7kul,0.247,,1.64,P 3 2 1
24432,4i9t,0.2324,,2.0,P 21 21 21
24433,7b84,0.2259,,1.36,P 21 21 21
24434,1tgh,0.294,,2.9,P 21 21 21
24435,7lev,0.2456,,1.7,C 1 2 1
24436,4yn6,0.2607,,2.3,H 3
24437,7l0f,0.1912,,1.98,P 1 21 1
24438,2aa4,0.243,,2.2,P 21 21 21
24439,5t3q,0.2482,,2.0,C 2 2 21
24440,3w2r,0.2749,,2.05,P 43 21 2
24441,1qy7,0.227,,2.0,I 41 2 2
24442,3f8h,0.213,,2.0,P 43 21 2
24443,5qcr,0.205,,2.2,P 1 21 1
24444,5qm3,0.289,,1.98,C 1 2 1
24445,3tbb,0.205,,2.3,P 31 2 1
24446,6i70,0.226,,2.1,C 2 2 21
24447,5f9y,0.243,,2.8,P 21 21 21
24448,4lj1,0.16648,,1.17,C 1 2 1
24449,3l9p,0.2264,,1.8,P 21 21 21
24450,5qpw,0.2314,,1.72,P 61 2 2
24451,1qjv,0.212,,2.37,P 1 21 1
24452,2aqn,0.1904,,1.4,C 1 2 1
24453,2hxi,0.23187,,1.7,P 1 21 1
24454,6l6a,0.2222,,1.81,P 65 2 2
24455,4i4g,0.2697,,2.72,I 2 2 2
24456,1l65,,,1.7,P 32 2 1
24457,3ta3,0.256,,2.7,C 2 2 21
24458,6bkr,0.18332,,1.76,H 3 2
24459,5b18,0.2442,,1.8,P 1
24460,3f6d,0.202,,1.7,P 32 2 1
24461,2cog,0.294,,2.1,P 21 21 21
24462,3l7g,0.259,,2.7,I 2 2 2
24463,9bfg,0.2283,,2.18,P 63
24464,6hyl,0.2469,,1.56,P 21 21 21
24465,6qaq,0.229,,1.58,P 1 21 1
24466,7qss,0.2095,,1.56,P 21 21 21
24467,7yz0,0.3629,,2.2,P 1 21 1
24468,4yzc,0.289,,2.49,P 21 21 21
24469,2ahr,0.20965,,2.15,C 1 2 1
24470,8cqg,0.2051,,1.74,P 21 21 21
24471,4ahe,0.2996,,2.08,C 2 2 21
24472,3w63,0.2304,,1.9,C 2 2 21
24473,4f8h,0.2193,,2.99,C 1 2 1
24474,7wa0,0.199,,1.77,P 21 21 21
24475,3w75,0.1662,,1.47,P 21 21 21
24476,3i8r,0.22351,,1.5,P 1 21 1
24477,4qi8,0.149,,1.1,P 21 21 2
24478,2qru,0.199,,1.65,C 1 2 1
24479,3att,0.24982,,2.0,P 21 21 21
24480,6laf,0.2978,,3.0,P 2 2 21
24481,3qss,0.236,,1.85,P 1 21 1
24482,6yvo,0.1649,,1.25,C 2 2 21
24483,3ln6,0.286,,2.95,I 41 2 2
24484,7aon,0.2191,,1.3,P 6 2 2
24485,4aft,0.21294,,3.2,I 2 3
24486,3l4h,0.2,,1.8,P 1 21 1
24487,3kwv,0.2811,,3.1,P 4 21 2
24488,4fe8,0.2749,,3.0,C 1 2 1
24489,2yl7,0.1396,,0.9,P 65 2 2
24490,3avb,0.1943,,1.85,P 31
24491,5a3p,0.2242,,2.01,P 65 2 2
24492,3t4f,0.141,,1.68,P 1
24493,6qww,0.1896,,1.35,P 43 21 2
24494,6qa6,0.199,,2.4,P 43 21 2
24495,4cnc,0.21727,,1.77,P 1 21 1
24496,5z5y,0.24387,,1.89,P 21 21 2
24497,6av2,0.225,,2.1,P 21 21 21
24498,7thu,0.2125,,1.93,P 21 21 21
24499,8qd8,0.18807,,1.65,P 21 21 21
24500,3kyb,0.221,,2.3,P 41
24501,2b5s,0.263,,2.35,P 65 2 2
24502,8qu3,0.1991,,1.41,P 21 21 21
24503,3kts,0.2715,,2.75,C 1 2 1
24504,4a1k,0.2122,,1.75,P 41 21 2
24505,4yne,0.216,,2.02,H 3 2
24506,2w6q,0.224,,2.05,P 21 21 21
24507,3qj9,0.2208,,2.3,P 21 21 21
24508,7t9v,0.2352,,2.68,C 1 2 1
24509,3bk0,0.2156,,1.6,P 1 21 1
24510,5i5g,0.1862,,1.95,C 2 2 21
24511,2yzk,0.238,,1.8,P 21 21 21
24512,8agj,0.2842,,2.32,P 43 21 2
24513,8a17,0.2897,,3.09,P 32 2 1
24514,5q9u,0.2121,,1.49,P 21 21 21
24515,7lmj,0.1917,,1.69,C 1 2 1
24516,178l,,,2.71,P 4 21 2
24517,4id4,0.138,,1.05,P 21 21 21
24518,4lni,0.2231,,2.58,P 1
24519,4b1x,0.2127,,1.8,P 32 2 1
24520,5b6a,0.2247,,2.0,P 31 2 1
24521,4cs4,0.1756,,1.35,C 1 2 1
24522,3axx,0.241,,1.9,C 1 2 1
24523,4aos,0.2357,,2.5,P 41 21 2
24524,7tgr,0.225,,1.68,C 1 2 1
24525,5ksa,0.206,,2.0,P 1 21 1
24526,6qux,0.223,,1.62,P 1 21 1
24527,5yqw,0.22622,,1.36,P 31 2 1
24528,5l58,0.2636,,3.04,P 43 21 2
24529,3afm,0.20447,,1.65,P 32 2 1
24530,6yx1,0.2551,,1.8,P 21 21 21
24531,8cod,0.21625,,2.48,I 2 2 2
24532,2a6y,0.192,,1.42,P 43 21 2
24533,2hxs,0.1836,,1.1,P 21 21 21
24534,3t7j,0.2538,,2.04,P 1
24535,7z3y,0.31,,2.35,P 21 21 21
24536,5alc,0.2367,,1.7,P 1 21 1
24537,6af3,0.3333,,2.8,P 1 21 1
24538,7vu2,0.1973,,1.85,P 42 21 2
24539,1cjm,0.288,,2.4,P 32 2 1
24540,7tdl,0.221,,1.6,P 1
24541,6tit,0.2417,,2.07,P 6 2 2
24542,6lb6,0.257,,2.4,P 43 21 2
24543,2avs,,,1.1,P 21 21 21
24544,4z55,0.2081,,1.55,P 21 21 21
24545,4b6h,0.2847,,2.6,I 2 2 2
24546,7akl,0.2102,,2.0,P 43 21 2
24547,4bmr,0.2597,,2.0,P 1 21 1
24548,5ajh,0.22373,,1.9,P 21 21 21
24549,6kvy,0.1827,,1.78,P 21 21 2
24550,7a37,0.1794,,1.52,P 1 21 1
24551,5t8y,0.2665,,2.65,P 1 21 1
24552,4l9c,0.2466,,2.1,P 21 21 21
24553,8i2r,0.18156,,1.36,P 21 21 21
24554,6amo,0.2173,,2.5,P 1 21 1
24555,2f8t,0.2969,,3.1,P 1 21 1
24556,2qa4,0.288,,3.0,C 2 2 21
24557,5l5e,0.22673,,2.9,P 1 21 1
24558,4avw,0.22784,,2.15,C 2 2 21
24559,1t8x,0.242,,1.8,P 31 2 1
24560,5i99,0.2531,,2.4,P 21 21 21
24561,4hyj,0.2149,,2.3,P 3 2 1
24562,4a1n,0.225,,2.8,P 31 2 1
24563,3kt8,0.273,,3.0,P 61
24564,4bfa,0.1767,,1.65,P 21 21 21
24565,6z15,0.2469,,2.5,P 41 21 2
24566,4lh6,0.24834,,1.65,C 2 2 21
24567,6i2b,0.2477,,1.97,P 41
24568,1vwb,0.239,,1.82,I 41 2 2
24569,3fe0,0.206,,1.5,P 21 21 21
24570,3ib6,0.282,,2.2,P 1 21 1
24571,7qf0,0.2213,,2.3,C 2 2 21
24572,2bdd,0.2515,,2.28,P 21 3
24573,7b40,0.232,,1.76,C 1 2 1
24574,6clt,0.30726,,1.45,P 1
24575,1w50,0.283,,1.75,P 61 2 2
24576,5vwa,0.166,,1.8,P 32 2 1
24577,3qpn,0.2401,,2.0,H 3
24578,8w7q,0.2147,,2.1,F 4 3 2
24579,6l2c,0.2568,,2.44,P 21 21 21
24580,2qh7,0.223,,1.5,P 21 21 21
24581,4lor,0.252,,2.5,C 1 2 1
24582,8cjl,0.225,,1.83,P 1 21 1
24583,4fh6,0.2333,,1.44,P 21 21 21
24584,7fhj,0.2469,,2.28,P 61 2 2
24585,6b90,0.1926,,1.95,P 31 2 1
24586,7a1w,0.2365,,1.76,P 31 2 1
24587,2bpq,0.23,,1.9,P 21 21 21
24588,1l4j,0.2973,,1.85,C 1 2 1
24589,6qh6,0.285,,5.0,P 41 21 2
24590,4kyp,0.229,,1.7,C 2 2 21
24591,8i56,0.2533,,2.84,P 41
24592,5ak3,0.218,,2.28,P 65 2 2
24593,7bjy,0.2555,,2.22,P 61 2 2
24594,6qq9,0.195,,1.82,P 21 21 21
24595,1w31,,,1.9,I 4 2 2
24596,6kvk,0.244,,2.4,P 31 2 1
24597,3a40,0.19556,,1.45,P 21 21 21
24598,2f9y,0.261,,3.2,P 65 2 2
24599,7qt8,0.2365,,2.01,P 1 21 1
24600,4avb,0.2159,,1.8,P 1
24601,5i6o,0.193,,1.45,P 21 3
24602,4cgy,0.231,,2.85,P 41 21 2
24603,1z2b,0.2689,,4.1,P 65
24604,7amq,0.2491,,2.35,C 1 2 1
24605,5tfb,0.199,,1.87,P 43
24606,2qnn,0.1925,,1.48,P 21 21 2
24607,8ffx,0.2656,,2.42,C 1 2 1
24608,7z3t,0.176,,1.6,P 1
24609,5t58,0.362,,3.21,P 1 21 1
24610,8i7l,0.2933,,2.8,P 21 21 21
24611,6z07,0.2565,,2.95,P 65 2 2
24612,6yqg,0.208,,1.45,P 63
24613,6lgt,0.2113,,1.79,C 1 2 1
24614,1i88,0.221,,1.45,P 31 2 1
24615,8cj1,0.28,,2.56,P 21 21 21
24616,6ba5,0.214,,1.62,P 1
24617,6qkv,0.2346,,2.01,C 2 2 21
24618,6b50,0.233,,1.87,P 21 21 2
24619,7yxc,0.2452,,2.25,C 1 2 1
24620,2csb,0.2923,,2.3,P 21 21 21
24621,4i4j,0.27,,2.78,P 1 21 1
24622,5i5i,0.28583,,2.14,P 21 21 21
24623,7f96,0.1914,,2.58,P 32 2 1
24624,6asm,0.1881,,1.55,C 1 2 1
24625,4l11,0.2562,,2.55,P 32 2 1
24626,7tfy,0.3264,,4.71,H 3
24627,6qw0,0.2356,,1.5,P 21 21 2
24628,1t5s,0.28529,,2.6,C 1 2 1
24629,8av3,0.19491,,1.8,C 2 2 21
24630,3lff,0.225,,1.5,P 21 21 21
24631,7ci7,0.2496,,2.1,P 1 21 1
24632,4bg1,0.19906,,1.89,H 3 2
24633,1z5m,0.269,,2.17,P 32 2 1
24634,5cjq,0.369,,3.6,H 3 2
24635,2yzj,0.227,,1.66,P 1
24636,3hz6,0.1927,,1.65,P 21 21 2
24637,5b2t,0.2233,,2.2,C 1 2 1
24638,1wav,,,2.5,P 1 21 1
24639,5lh6,0.236,,2.16,P 41 21 2
24640,8fbv,0.22086,,2.86,P 61
24641,2i3z,0.29,,2.9,P 21 3
24642,3bpb,0.297,,2.81,P 21 21 2
24643,3ann,0.2185,,2.0,P 21 21 2
24644,1i59,0.253,,1.8,P 1 21 1
24645,6qhm,0.16,,1.25,C 2 2 21
24646,7yzg,0.2554,,2.82,P 21 21 21
24647,1azf,0.24,,1.8,P 43 21 2
24648,5a5k,0.2843,,2.77,P 1
24649,4qxe,0.2373,,2.2,I 21 3
24650,2vwu,0.209,,2.0,P 1 21 1
24651,6ffh,0.2669,,2.65,C 1 2 1
24652,3w31,0.284,,2.96,P 3 2 1
24653,5ysg,0.20254,,2.0,C 1 2 1
24654,6qga,0.198,,2.1,P 21 21 21
24655,5cs9,0.251,,2.0,P 1 21 1
24656,5lji,0.22871,,2.07,H 3
24657,6qe1,0.22154,,1.85,P 21 21 21
24658,1w32,0.144,,1.2,P 43 21 2
24659,3qwk,0.235,,1.85,P 21 21 21
24660,4qwi,0.214,,2.6,P 1 21 1
24661,3i1y,0.292,,2.47,P 65 2 2
24662,5te2,0.193,,1.8,P 21 21 21
24663,2qne,,,2.3,P 32 2 1
24664,7z3k,0.2422,,2.0,P 1
24665,3ard,0.27721,,3.01,P 21 21 21
24666,3qeh,0.2539,,2.59,P 43
24667,3ktd,,,2.6,P 21 21 21
24668,8ay7,0.2473,,2.13,P 21 21 21
24669,1ktz,0.215,,2.15,H 3 2
24670,3hyz,0.30493,,2.3,P 21 21 2
24671,4cm4,0.1825,,1.81,P 1 21 1
24672,2i5k,0.291,,3.1,I 2 2 2
24673,9b21,0.1956,,1.6,P 21 21 21
24674,5yoe,0.1811,,1.35,P 1 21 1
24675,3tdn,0.193,,1.4,P 32 2 1
24676,5tje,0.3137,,3.2,P 21 21 21
24677,5cjh,0.18992,,1.6,P 21 21 21
24678,7ljz,0.16,,1.29,P 41 21 2
24679,7fa0,0.1944,,1.8,P 21 21 21
24680,2f68,0.253,,1.95,P 1 21 1
24681,4yp0,0.226,,2.1,I 1 2 1
24682,3fja,0.213,,1.95,C 2 2 21
24683,2agg,0.158,,1.28,P 21 21 21
24684,5qlm,0.258,,2.07,C 1 2 1
24685,4kz1,0.2491,,2.55,P 41 21 2
24686,7t5r,0.2217,,1.95,P 21 21 21
24687,1kzd,0.239,,1.9,P 21 21 21
24688,6cne,0.1976,,1.2,P 1 21 1
24689,5i52,0.2178,,1.75,P 1 21 1
24690,6a0r,0.1771,,1.83,P 32 2 1
24691,4i6s,0.1717,,1.54,I 41 2 2
24692,3w4j,0.2898,,2.74,P 21 21 2
24693,6w8q,0.269,,2.34,P 31
24694,4adf,0.2763,,4.4,P 31 2 1
24695,4kvm,0.2596,,2.6,P 1
24696,8i1d,0.163,,1.2,P 21 21 21
24697,5cs5,0.24,,1.9,P 1 21 1
24698,8bhg,0.2835,,2.39,P 1 21 1
24699,3qrs,0.2432,,1.59,P 21 21 2
24700,4w7i,0.2862,,1.98,C 1 2 1
24701,5ffy,0.2127,,1.55,I 1 2 1
24702,3bb5,0.222,,2.3,C 1 2 1
24703,4bgi,0.238,,2.09,C 1 2 1
24704,4qgr,0.185,,1.75,P 1 21 1
24705,2qv7,0.246,,2.3,P 42 21 2
24706,3ld5,0.1609,,1.27,P 1 21 1
24707,6z3m,0.4282,,5.5,P 62
24708,7b95,0.1657,,1.4,P 1 21 1
24709,5w5r,0.228,,1.75,P 1
24710,5qdq,0.2301,,1.57,P 31 2 1
24711,2w40,0.21,,1.49,P 1 21 1
24712,6b4w,0.25313,,2.9,I 2 2 2
24713,6fg8,0.18394,,1.25,P 1 21 1
24714,7w2q,0.2142,,1.8,P 41
24715,3a65,0.201,,1.7,P 32 2 1
24716,269d,,,2.15,P 21 21 21
24717,8t72,0.2362,,1.6,P 1 21 1
24718,3hx4,0.257,,1.95,P 21 21 21
24719,5l24,0.299,,4.1,P 61
24720,3i63,0.20116,,2.09,C 2 2 21
24721,7vzo,0.2045,,1.75,P 1 21 1
24722,7f5d,0.2282,,1.57,C 1 2 1
24723,7tbs,0.217,,1.96,I 2 2 2
24724,4z03,0.18442,,1.4,C 1 2 1
24725,7a4r,0.1937,,1.8,P 21 21 21
24726,3f9i,0.274,,2.25,P 41 21 2
24727,5ab8,0.2092,,1.53,P 61 2 2
24728,7ais,0.2085,,1.75,P 21 21 21
24729,2faz,0.2524,,2.0,P 65 2 2
24730,5ap2,0.254,,2.8,I 2 2 2
24731,3b90,0.273,,2.11,P 21 21 21
24732,8t9t,0.203,,1.48,P 21 21 21
24733,7qan,0.2383,,2.01,P 1 21 1
24734,1ie7,0.21,,1.85,P 63 2 2
24735,3ahn,0.2004,,1.8,P 1 21 1
24736,4l8p,0.1808,,1.6,P 63
24737,2a9m,0.26328,,2.1,P 1 21 1
24738,146l,,,1.85,P 32 2 1
24739,7qg1,0.285,,2.07,I 2 2 2
24740,7yya,0.211,,1.81,C 2 2 21
24741,5cee,0.195,,2.5,P 31 2 1
24742,2icv,,,1.6,P 21 21 21
24743,6t3p,0.1151,,0.97,P 1 21 1
24744,1avb,0.242,,1.9,P 21 21 2
24745,5qgu,0.2206,,1.71,P 3 2 1
24746,1lka,0.216,,1.7,P 21 21 21
24747,2qi8,0.28,,2.32,P 1
24748,5i0f,0.1895,,1.85,C 1 2 1
24749,3l3g,0.264,,2.1,P 21 21 21
24750,3l35,0.288,,1.55,P 1 21 1
24751,4i0a,0.23317,,2.2,P 21 21 21
24752,3abg,0.1858,,2.3,P 63
24753,5qbk,0.179,,1.28,P 1 21 1
24754,2cnv,0.238,,2.0,P 21 21 21
24755,6qsw,0.1881,,1.64,P 43 21 2
24756,4llu,0.2728,,2.16,C 1 2 1
24757,1bb5,0.26,,1.8,P 21 21 21
24758,5fe6,0.2125,,1.77,H 3
24759,3b07,0.2364,,2.5,C 2 2 21
24760,5alo,0.238,,2.0,P 65 2 2
24761,8cmc,0.2085,,1.42,P 65 2 2
24762,6ti4,0.1907,,1.93,P 41 21 2
24763,7ll0,0.2392,,2.0,P 2 21 21
24764,1i01,0.25,,2.6,P 1 21 1
24765,3w0l,0.2772,,2.92,P 21 21 21
24766,3tg4,0.224,,2.0,P 21 21 21
24767,1q93,0.266,,2.25,P 43 2 2
24768,4b5p,0.2216,,1.6,P 21 21 21
24769,5l2b,0.29,,3.8,P 61
24770,8amq,0.2068,,1.6,P 1
24771,5lk1,0.2032,,1.7,H 3
24772,3kxa,0.28,,2.8,H 3
24773,183l,,,1.8,P 32 2 1
24774,9fcs,0.18586,,1.6,P 21 21 2
24775,6aip,0.2176,,1.99,P 1 21 1
24776,4kr0,0.2324,,2.7,P 61 2 2
24777,1cly,0.298,,2.5,P 43 21 2
24778,8aic,0.2293,,2.8,P 61
24779,7kyh,0.173,,2.91,P 1
24780,4lko,0.263,,2.43,P 21 21 21
24781,1kxb,,,2.9,P 43 21 2
24782,5yui,0.13395,,1.2,P 1 21 1
24783,5fbg,0.18705,,1.97,P 31 2 1
24784,1i9t,0.217,,1.7,C 2 2 21
24785,5fc2,0.207,,1.84,P 21 21 21
24786,2vw6,0.194,,1.9,H 3
24787,8hym,0.219,,1.79,C 1 2 1
24788,6b0e,0.2802,,3.3,P 1 21 1
24789,2cic,0.206,,1.7,I 41 2 2
24790,2brv,0.327,,3.3,C 1 2 1
